timestamp,temperature,humidity,occupancy,hvac_kw,refrigeration_kw,water_heater_kw,ev_charger_kw,lighting_sockets_kw,solar_generation_kw,total_consumption_kw
2025-01-05 11:00:00,9.82,71.52,3.0,3.631,0.1,0.104,0.0,0.264,0.399,4.099
2025-01-05 12:00:00,10.74,75.03,2.1,2.932,0.126,0.092,0.0,0.197,0.191,3.347
2025-01-05 13:00:00,10.74,67.37,1.7,2.749,0.249,0.086,0.0,0.254,0.0,3.338
2025-01-05 14:00:00,8.15,79.29,1.4,3.443,0.1,0.119,0.0,0.136,0.0,3.798
2025-01-05 15:00:00,10.81,74.61,2.7,3.144,0.151,0.103,0.0,0.216,0.0,3.613
2025-01-05 16:00:00,10.45,65.96,2.1,3.151,0.209,0.08,0.0,0.25,0.0,3.69
2025-01-05 17:00:00,13.26,74.25,3.5,2.325,0.102,0.092,0.0,1.397,0.0,3.916
2025-01-05 18:00:00,8.24,79.32,3.7,4.282,0.129,0.086,0.0,1.356,0.0,5.854
2025-01-05 19:00:00,7.77,76.78,3.9,4.5,0.22,1.355,7.645,1.535,0.0,15.255
2025-01-05 20:00:00,5.97,78.62,4.0,4.5,0.1,1.233,7.401,1.433,0.0,14.668
2025-01-05 21:00:00,2.98,75.43,3.4,4.5,0.138,1.347,6.919,1.355,0.0,14.259
2025-01-05 22:00:00,5.24,85.83,3.6,4.5,0.251,0.107,7.397,1.418,0.0,13.672
2025-01-05 23:00:00,3.62,81.0,3.1,4.5,0.1,0.113,7.862,1.38,0.0,13.954
2025-01-06 00:00:00,2.87,74.41,1.4,4.5,0.134,0.094,7.414,0.196,0.0,12.337
2025-01-06 01:00:00,-0.18,83.94,0.9,4.5,0.236,0.101,7.857,0.235,0.0,12.929
2025-01-06 02:00:00,3.12,90.91,1.2,4.5,0.1,0.082,6.919,0.163,0.0,11.763
2025-01-06 03:00:00,-0.92,83.86,1.6,4.5,0.158,0.084,0.0,0.28,0.0,5.022
2025-01-06 04:00:00,2.56,93.89,1.1,4.5,0.254,0.102,0.0,0.185,0.0,5.041
2025-01-06 05:00:00,5.76,86.39,1.0,3.886,0.1,0.114,0.0,0.194,0.0,4.294
2025-01-06 06:00:00,2.03,84.69,2.6,4.5,0.163,1.503,0.0,0.589,0.0,6.755
2025-01-06 07:00:00,3.87,80.91,2.5,4.5,0.198,1.741,0.0,0.613,0.216,7.052
2025-01-06 08:00:00,6.16,79.66,3.0,4.5,0.1,2.139,0.0,0.603,0.459,7.342
2025-01-06 09:00:00,6.55,77.13,2.6,4.5,0.145,0.11,0.0,0.226,0.85,4.981
2025-01-06 10:00:00,6.19,75.49,0.8,3.666,0.266,0.088,0.0,0.174,0.822,4.194
2025-01-06 11:00:00,9.65,78.41,1.4,3.229,0.1,0.091,0.0,0.14,0.723,3.561
2025-01-06 12:00:00,8.75,70.12,1.5,3.317,0.104,0.118,0.0,0.166,0.242,3.705
2025-01-06 13:00:00,11.55,68.82,0.5,2.199,0.217,0.089,0.0,0.1,0.0,2.604
2025-01-06 14:00:00,9.63,68.38,1.6,3.244,0.1,0.098,0.0,0.136,0.0,3.578
2025-01-06 15:00:00,13.17,84.43,1.1,2.049,0.107,0.094,0.0,0.184,0.0,2.434
2025-01-06 16:00:00,9.17,77.46,1.1,3.051,0.256,0.1,0.0,0.231,0.0,3.638
2025-01-06 17:00:00,9.07,77.28,3.4,3.846,0.1,0.089,0.0,1.327,0.0,5.362
2025-01-06 18:00:00,9.73,71.71,2.8,3.576,0.159,0.107,0.0,1.242,0.0,5.083
2025-01-06 19:00:00,5.46,81.56,3.4,4.5,0.215,1.341,6.899,1.399,0.0,14.353
2025-01-06 20:00:00,6.35,79.42,2.8,4.5,0.1,1.561,6.892,1.298,0.0,14.35
2025-01-06 21:00:00,6.68,82.62,2.4,4.24,0.144,1.415,6.586,1.227,0.0,13.611
2025-01-06 22:00:00,1.1,78.12,2.6,4.5,0.227,0.09,7.252,1.222,0.0,13.291
2025-01-06 23:00:00,2.75,85.04,3.2,4.5,0.1,0.108,7.128,1.292,0.0,13.128
2025-01-07 00:00:00,2.07,83.08,0.6,4.5,0.13,0.119,0.0,0.188,0.0,4.937
2025-01-07 01:00:00,2.35,81.97,1.6,4.5,0.248,0.115,0.0,0.263,0.0,5.126
2025-01-07 02:00:00,-0.85,89.67,1.5,4.5,0.1,0.083,0.0,0.285,0.0,4.968
2025-01-07 03:00:00,-0.8,78.11,1.5,4.5,0.138,0.098,0.0,0.316,0.0,5.053
2025-01-07 04:00:00,2.46,88.02,1.0,4.5,0.235,0.108,0.0,0.258,0.0,5.101
2025-01-07 05:00:00,2.92,87.67,1.1,4.5,0.1,0.103,0.0,0.185,0.0,4.888
2025-01-07 06:00:00,3.88,78.6,2.0,4.5,0.146,1.963,0.0,0.502,0.0,7.111
2025-01-07 07:00:00,5.23,77.45,2.9,4.5,0.243,2.142,0.0,0.662,0.3,7.547
2025-01-07 08:00:00,4.99,78.88,2.7,4.5,0.1,1.686,0.0,0.667,0.448,6.953
2025-01-07 09:00:00,7.65,79.86,2.7,4.091,0.172,0.111,0.0,0.104,0.553,4.478
2025-01-07 10:00:00,8.95,76.24,1.7,3.266,0.253,0.084,0.0,0.126,0.879,3.729
2025-01-07 11:00:00,8.47,77.93,0.8,2.959,0.1,0.115,0.0,0.15,0.792,3.324
2025-01-07 12:00:00,13.13,83.62,0.9,2.052,0.11,0.111,0.0,0.14,0.302,2.413
2025-01-07 13:00:00,11.55,71.67,1.1,2.414,0.253,0.101,0.0,0.103,0.0,2.871
2025-01-07 14:00:00,9.22,65.42,0.6,2.803,0.1,0.113,0.0,0.188,0.0,3.204
2025-01-07 15:00:00,11.82,78.33,0.9,2.311,0.162,0.107,0.0,0.24,0.0,2.82
2025-01-07 16:00:00,8.87,83.22,1.2,3.13,0.208,0.102,0.0,0.176,0.0,3.617
2025-01-07 17:00:00,10.72,77.72,2.9,3.035,0.1,0.118,0.0,1.176,0.0,4.429
2025-01-07 18:00:00,10.24,71.56,3.5,3.568,0.135,0.085,0.0,1.374,0.0,5.162
2025-01-07 19:00:00,6.07,77.83,2.4,4.5,0.241,1.796,0.0,1.128,0.0,7.665
2025-01-07 20:00:00,7.45,74.41,3.4,4.372,0.1,1.293,0.0,1.301,0.0,7.067
2025-01-07 21:00:00,5.33,84.77,3.3,4.5,0.182,1.488,0.0,1.37,0.0,7.54
2025-01-07 22:00:00,4.74,76.24,2.8,4.5,0.239,0.089,0.0,1.304,0.0,6.132
2025-01-07 23:00:00,5.32,82.74,2.6,4.5,0.1,0.091,0.0,1.206,0.0,5.897
2025-01-08 00:00:00,1.3,80.17,0.2,4.44,0.148,0.105,6.538,0.192,0.0,11.423
2025-01-08 01:00:00,0.04,86.43,0.7,4.5,0.213,0.081,7.878,0.117,0.0,12.789
2025-01-08 02:00:00,-0.33,84.17,1.4,4.5,0.1,0.118,7.128,0.219,0.0,12.065
2025-01-08 03:00:00,-0.05,86.68,1.0,4.5,0.151,0.091,0.0,0.16,0.0,4.902
2025-01-08 04:00:00,1.56,85.31,1.5,4.5,0.208,0.091,0.0,0.128,0.0,4.927
2025-01-08 05:00:00,2.98,79.31,0.8,4.5,0.1,0.115,0.0,0.127,0.0,4.842
2025-01-08 06:00:00,3.92,86.13,2.8,4.5,0.153,1.991,0.0,0.643,0.0,7.287
2025-01-08 07:00:00,5.95,81.31,2.2,4.5,0.239,1.924,0.0,0.503,0.384,7.166
2025-01-08 08:00:00,6.02,75.06,2.1,4.322,0.1,1.545,0.0,0.555,0.755,6.522
2025-01-08 09:00:00,9.48,89.65,2.5,3.553,0.171,0.111,0.0,0.277,0.77,4.111
2025-01-08 10:00:00,8.1,79.38,0.7,3.343,0.246,0.094,0.0,0.147,0.869,3.831
2025-01-08 11:00:00,13.62,74.99,0.4,1.732,0.1,0.12,0.0,0.1,0.531,2.051
2025-01-08 12:00:00,11.27,81.88,0.9,2.301,0.191,0.107,0.0,0.164,0.457,2.763
2025-01-08 13:00:00,9.54,83.41,1.0,2.923,0.232,0.113,0.0,0.215,0.0,3.484
2025-01-08 14:00:00,9.39,73.27,1.5,3.069,0.1,0.109,0.0,0.13,0.0,3.409
2025-01-08 15:00:00,11.55,75.94,1.4,2.479,0.135,0.104,0.0,0.251,0.0,2.968
2025-01-08 16:00:00,10.0,69.86,1.5,3.16,0.206,0.109,0.0,0.233,0.0,3.708
2025-01-08 17:00:00,10.61,75.02,3.3,3.292,0.1,0.104,0.0,1.344,0.0,4.839
2025-01-08 18:00:00,9.21,76.0,3.1,3.843,0.172,0.082,0.0,1.33,0.0,5.426
2025-01-08 19:00:00,7.19,79.37,2.5,4.095,0.251,1.407,7.623,1.208,0.0,14.584
2025-01-08 20:00:00,4.73,81.66,3.1,4.5,0.1,1.39,7.628,1.306,0.0,14.924
2025-01-08 21:00:00,2.43,84.35,3.2,4.5,0.175,1.628,7.611,1.322,0.0,15.237
2025-01-08 22:00:00,2.83,84.19,3.6,4.5,0.232,0.103,7.573,1.417,0.0,13.825
2025-01-08 23:00:00,3.75,78.19,3.3,4.5,0.1,0.104,6.79,1.389,0.0,12.883
2025-01-09 00:00:00,1.99,80.5,1.5,4.5,0.134,0.114,0.0,0.154,0.0,4.901
2025-01-09 01:00:00,-0.7,83.06,0.6,4.5,0.234,0.101,0.0,0.133,0.0,4.967
2025-01-09 02:00:00,1.26,84.59,0.9,4.5,0.1,0.089,0.0,0.157,0.0,4.845
2025-01-09 03:00:00,1.75,91.05,1.2,4.5,0.1,0.08,0.0,0.155,0.0,4.835
2025-01-09 04:00:00,0.34,79.38,1.5,4.5,0.224,0.086,0.0,0.251,0.0,5.061
2025-01-09 05:00:00,2.7,82.46,0.9,4.5,0.1,0.081,0.0,0.103,0.0,4.784
2025-01-09 06:00:00,3.59,87.77,2.5,4.5,0.148,1.611,0.0,0.624,0.0,6.884
2025-01-09 07:00:00,2.99,80.05,2.8,4.5,0.228,1.897,0.0,0.691,0.431,7.316
2025-01-09 08:00:00,6.54,82.3,2.0,4.277,0.1,1.549,0.0,0.535,0.591,6.461
2025-01-09 09:00:00,8.14,77.75,3.1,4.064,0.136,0.083,0.0,0.318,0.824,4.601
2025-01-09 10:00:00,10.12,78.28,0.6,2.558,0.212,0.119,0.0,0.227,0.728,3.117
2025-01-09 11:00:00,11.12,74.61,0.2,2.327,0.1,0.12,0.0,0.14,0.81,2.686
2025-01-09 12:00:00,8.26,78.14,1.0,3.254,0.171,0.105,0.0,0.221,0.37,3.751
2025-01-09 13:00:00,9.42,66.48,1.7,3.174,0.225,0.084,0.0,0.159,0.0,3.642
2025-01-09 14:00:00,11.77,72.18,1.2,2.156,0.1,0.113,0.0,0.132,0.0,2.5
2025-01-09 15:00:00,11.6,75.69,1.3,2.428,0.167,0.102,0.0,0.166,0.0,2.862
2025-01-09 16:00:00,11.1,77.47,1.0,2.392,0.237,0.087,0.0,0.248,0.0,2.965
2025-01-09 17:00:00,15.31,83.22,2.9,1.852,0.1,0.103,0.0,1.247,0.0,3.302
2025-01-09 18:00:00,9.36,75.04,2.4,3.458,0.16,0.082,0.0,1.183,0.0,4.882
2025-01-09 19:00:00,9.0,85.84,2.1,3.408,0.23,1.783,0.0,1.085,0.0,6.507
2025-01-09 20:00:00,7.43,76.7,3.1,4.5,0.1,1.696,0.0,1.336,0.0,7.631
2025-01-09 21:00:00,5.68,88.2,3.5,4.5,0.131,1.356,0.0,1.406,0.0,7.393
2025-01-09 22:00:00,3.03,87.09,3.1,4.5,0.244,0.097,0.0,1.267,0.0,6.108
2025-01-09 23:00:00,3.6,79.68,3.2,4.5,0.1,0.096,0.0,1.204,0.0,5.9
2025-01-10 00:00:00,0.51,86.73,1.6,4.5,0.143,0.114,7.303,0.181,0.0,12.241
2025-01-10 01:00:00,0.82,85.54,1.1,4.5,0.212,0.094,7.092,0.206,0.0,12.104
2025-01-10 02:00:00,0.27,89.13,1.0,4.5,0.1,0.082,7.354,0.178,0.0,12.214
2025-01-10 03:00:00,1.3,84.68,0.7,4.5,0.151,0.089,0.0,0.174,0.0,4.914
2025-01-10 04:00:00,5.14,83.66,1.8,4.229,0.22,0.089,0.0,0.222,0.0,4.759
2025-01-10 05:00:00,-0.33,91.09,1.2,4.5,0.1,0.118,0.0,0.161,0.0,4.879
2025-01-10 06:00:00,4.53,82.51,2.1,4.5,0.117,2.105,0.0,0.507,0.0,7.229
2025-01-10 07:00:00,2.29,85.69,2.0,4.5,0.232,1.656,0.0,0.599,0.416,6.987
2025-01-10 08:00:00,5.29,78.87,3.0,4.5,0.1,1.442,0.0,0.596,0.792,6.638
2025-01-10 09:00:00,8.93,86.78,2.1,3.514,0.187,0.101,0.0,0.152,0.848,3.954
2025-01-10 10:00:00,8.6,73.61,1.7,3.535,0.236,0.112,0.0,0.227,1.025,4.11
2025-01-10 11:00:00,7.92,72.69,0.0,3.074,0.1,0.091,0.0,0.1,0.841,3.364
2025-01-10 12:00:00,9.26,82.43,1.6,3.176,0.146,0.098,0.0,0.156,0.242,3.576
2025-01-10 13:00:00,11.85,71.98,1.2,2.654,0.262,0.087,0.0,0.265,0.0,3.267
2025-01-10 14:00:00,9.91,82.01,1.0,2.845,0.1,0.093,0.0,0.261,0.0,3.299
2025-01-10 15:00:00,11.16,78.66,0.9,2.562,0.172,0.11,0.0,0.237,0.0,3.083
2025-01-10 16:00:00,10.4,74.03,1.8,2.885,0.24,0.097,0.0,0.241,0.0,3.463
2025-01-10 17:00:00,8.56,66.69,3.3,4.246,0.1,0.098,0.0,1.383,0.0,5.827
2025-01-10 18:00:00,11.72,76.9,2.6,2.954,0.187,0.112,0.0,1.32,0.0,4.573
2025-01-10 19:00:00,8.25,78.96,2.3,3.926,0.2,1.658,7.387,1.225,0.0,14.396
2025-01-10 20:00:00,2.97,85.84,3.1,4.5,0.1,1.312,7.282,1.304,0.0,14.498
2025-01-10 21:00:00,4.99,89.5,3.0,4.5,0.148,1.449,7.114,1.324,0.0,14.535
2025-01-10 22:00:00,2.51,79.58,2.4,4.5,0.218,0.114,7.393,1.159,0.0,13.384
2025-01-10 23:00:00,3.75,88.25,3.0,4.5,0.1,0.098,7.779,1.284,0.0,13.761
2025-01-11 00:00:00,0.49,89.02,1.6,4.5,0.184,0.106,0.0,0.207,0.0,4.997
2025-01-11 01:00:00,1.01,91.16,1.8,4.5,0.263,0.092,0.0,0.197,0.0,5.053
2025-01-11 02:00:00,1.77,88.49,2.1,4.5,0.1,0.082,0.0,0.197,0.0,4.879
2025-01-11 03:00:00,2.48,76.08,2.4,4.5,0.135,0.087,0.0,0.286,0.0,5.008
2025-01-11 04:00:00,-0.12,84.42,2.2,4.5,0.255,0.096,0.0,0.167,0.0,5.019
2025-01-11 05:00:00,1.97,78.46,1.5,4.5,0.1,0.094,0.0,0.203,0.0,4.897
2025-01-11 06:00:00,2.8,81.99,3.4,4.5,0.15,2.085,0.0,0.611,0.0,7.346
2025-01-11 07:00:00,3.73,86.45,3.3,4.5,0.205,1.833,0.0,0.566,0.396,7.104
2025-01-11 08:00:00,8.66,81.53,2.8,3.853,0.1,1.892,0.0,0.681,0.719,6.525
2025-01-11 09:00:00,7.91,84.19,3.5,4.277,0.123,0.108,0.0,0.318,0.963,4.826
2025-01-11 10:00:00,6.62,78.71,2.5,4.252,0.204,0.101,0.0,0.202,0.859,4.759
2025-01-11 11:00:00,10.92,69.27,1.8,2.772,0.1,0.111,0.0,0.207,0.713,3.19
2025-01-11 12:00:00,13.52,62.2,1.2,1.938,0.131,0.111,0.0,0.17,0.21,2.352
2025-01-11 13:00:00,12.39,74.95,1.8,2.364,0.221,0.094,0.0,0.19,0.0,2.869
2025-01-11 14:00:00,8.73,72.93,1.3,3.127,0.1,0.083,0.0,0.165,0.0,3.475
2025-01-11 15:00:00,10.11,69.32,2.1,3.195,0.17,0.119,0.0,0.237,0.0,3.722
2025-01-11 16:00:00,12.24,66.3,2.0,2.562,0.218,0.106,0.0,0.191,0.0,3.078
2025-01-11 17:00:00,8.48,72.08,3.7,4.307,0.1,0.108,0.0,1.418,0.0,5.933
2025-01-11 18:00:00,9.17,76.03,3.7,3.976,0.14,0.11,0.0,1.47,0.0,5.697
2025-01-11 19:00:00,8.47,81.78,3.7,4.354,0.245,1.568,0.0,1.414,0.0,7.581
