timestamp,temperature,humidity,occupancy,hvac_kw,refrigeration_kw,water_heater_kw,ev_charger_kw,lighting_sockets_kw,solar_generation_kw,total_consumption_kw,hour,dayofweek,month,dayofyear,is_weekend,is_peak_hour,cooling_degree_hours,heating_degree_hours,lag_1h,lag_2h,lag_3h,lag_24h,lag_168h,rolling_mean_6h,rolling_std_6h,rolling_mean_24h,rolling_std_24h
2025-01-08 10:00:00,8.1,79.38,0.7,3.343,0.246,0.094,0.0,0.147,0.869,3.831,10,2,1,8,0,0,0.0,12.9,4.111,6.522,7.166,3.729,3.924,5.809166666666667,1.3513340692318703,5.912666666666667,2.879615126255993
2025-01-08 11:00:00,13.62,74.99,0.4,1.732,0.1,0.12,0.0,0.1,0.531,2.051,11,2,1,8,0,0,0.0,7.380000000000001,3.831,4.111,6.522,3.324,3.594,5.6265,1.5533989506884895,5.916916666666666,2.876325538156151
2025-01-08 12:00:00,11.27,81.88,0.9,2.301,0.191,0.107,0.0,0.164,0.457,2.763,12,2,1,8,0,0,0.0,9.73,2.051,3.831,4.111,2.413,2.949,5.161333333333334,2.141761953781693,5.863874999999999,2.9373108866044833
2025-01-08 13:00:00,9.54,83.41,1.0,2.923,0.232,0.113,0.0,0.215,0.0,3.484,13,2,1,8,0,0,0.0,11.46,2.763,2.051,3.831,2.871,4.014,4.407333333333333,2.037555856085125,5.878458333333334,2.9202521776033485
2025-01-08 14:00:00,9.39,73.27,1.5,3.069,0.1,0.109,0.0,0.13,0.0,3.409,14,2,1,8,0,0,0.0,11.61,3.484,2.763,2.051,3.204,3.362,3.7936666666666667,1.5323805880612011,5.904,2.8953789419333877
2025-01-08 15:00:00,11.55,75.94,1.4,2.479,0.135,0.104,0.0,0.251,0.0,2.968,15,2,1,8,0,0,0.0,9.45,3.409,3.484,2.763,2.82,3.278,3.2748333333333335,0.7523282306724902,5.912541666666666,2.8873586241191727
2025-01-08 16:00:00,10.0,69.86,1.5,3.16,0.206,0.109,0.0,0.233,0.0,3.708,16,2,1,8,0,0,0.0,11.0,2.968,3.409,3.484,3.617,3.791,3.0843333333333334,0.6335959806270888,5.918708333333334,2.880616743733078
2025-01-08 17:00:00,10.61,75.02,3.3,3.292,0.1,0.104,0.0,1.344,0.0,4.839,17,2,1,8,0,1,0.0,10.39,3.708,2.968,3.409,4.429,5.351,3.063833333333333,0.6059945269280925,5.9225,2.8775135703982504
2025-01-08 18:00:00,9.21,76.0,3.1,3.843,0.172,0.082,0.0,1.33,0.0,5.426,18,2,1,8,0,1,0.0,11.79,4.839,3.708,2.968,5.162,6.039,3.5284999999999997,0.730211133851114,5.939583333333334,2.8694671966679843
2025-01-08 19:00:00,7.19,79.37,2.5,4.095,0.251,1.407,7.623,1.208,0.0,14.584,19,2,1,8,0,1,0.0,13.809999999999999,5.426,4.839,3.708,7.665,14.198,3.9723333333333337,0.9485388060942948,5.950583333333333,2.866861591367461
2025-01-08 20:00:00,4.73,81.66,3.1,4.5,0.1,1.39,7.628,1.306,0.0,14.924,20,2,1,8,0,1,0.0,16.27,14.584,5.426,4.839,7.067,15.265,5.822333333333333,4.3893650869649425,6.238875,3.3533666575871766
2025-01-08 21:00:00,2.43,84.35,3.2,4.5,0.175,1.628,7.611,1.322,0.0,15.237,21,2,1,8,0,1,0.0,18.57,14.924,14.584,5.426,7.54,15.065,7.741499999999999,5.49999242726752,6.56625,3.7924982158718685
2025-01-08 22:00:00,2.83,84.19,3.6,4.5,0.232,0.103,7.573,1.417,0.0,13.825,22,2,1,8,0,0,0.0,18.17,15.237,14.924,14.584,6.132,13.593,9.786333333333333,5.649030736919981,6.886958333333333,4.183690938364547
2025-01-08 23:00:00,3.75,78.19,3.3,4.5,0.1,0.104,6.79,1.389,0.0,12.883,23,2,1,8,0,0,0.0,17.25,13.825,15.237,14.924,5.897,13.188,11.472499999999998,4.9368711852751455,7.2075,4.411820781570309
2025-01-09 00:00:00,1.99,80.5,1.5,4.5,0.134,0.114,0.0,0.154,0.0,4.901,0,3,1,9,0,0,0.0,19.01,12.883,13.825,15.237,11.423,4.942,12.813166666666666,3.716593893158986,7.498583333333333,4.549897857588976
2025-01-09 01:00:00,-0.7,83.06,0.6,4.5,0.234,0.101,0.0,0.133,0.0,4.967,1,3,1,9,0,0,0.0,21.7,4.901,12.883,13.825,12.789,4.921,12.725666666666667,3.9255971095702966,7.226833333333334,4.499807538557397
2025-01-09 02:00:00,1.26,84.59,0.9,4.5,0.1,0.089,0.0,0.157,0.0,4.845,2,3,1,9,0,0,0.0,19.74,4.967,4.901,12.883,12.065,4.783,11.122833333333332,4.865811768519892,6.900916666666666,4.360544390790899
2025-01-09 03:00:00,1.75,91.05,1.2,4.5,0.1,0.08,0.0,0.155,0.0,4.835,3,3,1,9,0,0,0.0,19.25,4.845,4.967,4.901,4.902,4.873,9.443,5.028158788264352,6.600083333333333,4.236061592899775
2025-01-09 04:00:00,0.34,79.38,1.5,4.5,0.224,0.086,0.0,0.251,0.0,5.061,4,3,1,9,0,0,0.0,20.66,4.835,4.845,4.967,4.927,5.115,7.709333333333333,4.382728176223883,6.597291666666667,4.237251236552615
2025-01-09 05:00:00,2.7,82.46,0.9,4.5,0.1,0.081,0.0,0.103,0.0,4.784,5,3,1,9,0,0,0.0,18.3,5.061,4.835,4.845,4.842,4.915,6.248666666666666,3.251231746072055,6.602875000000001,4.235042346818722
2025-01-09 06:00:00,3.59,87.77,2.5,4.5,0.148,1.611,0.0,0.624,0.0,6.884,6,3,1,9,0,0,0.0,17.41,4.784,5.061,4.835,7.287,6.706,4.898833333333333,0.10110275301276718,6.600458333333333,4.236107267385601
2025-01-09 07:00:00,2.99,80.05,2.8,4.5,0.228,1.897,0.0,0.691,0.431,7.316,7,3,1,9,0,0,0.0,18.009999999999998,6.884,4.784,5.061,7.166,6.172,5.229333333333333,0.8168977088147313,6.583666666666666,4.234065778243503
2025-01-09 08:00:00,6.54,82.3,2.0,4.277,0.1,1.549,0.0,0.535,0.591,6.461,8,3,1,9,0,0,0.0,14.46,7.316,6.884,4.784,6.522,7.135,5.620833333333334,1.1577853715895505,6.589916666666666,4.235073336633815
2025-01-09 09:00:00,8.14,77.75,3.1,4.064,0.136,0.083,0.0,0.318,0.824,4.601,9,3,1,9,0,0,0.0,12.86,6.461,7.316,6.884,4.111,5.011,5.8901666666666666,1.128809535159387,6.587375000000001,4.235134172839926
2025-01-09 10:00:00,10.12,78.28,0.6,2.558,0.212,0.119,0.0,0.227,0.728,3.117,10,3,1,9,0,0,0.0,10.88,4.601,6.461,7.316,3.831,3.327,5.851166666666667,1.1756277330289344,6.6077916666666665,4.223843098403105
2025-01-09 11:00:00,11.12,74.61,0.2,2.327,0.1,0.12,0.0,0.14,0.81,2.686,11,3,1,9,0,0,0.0,9.88,3.117,4.601,6.461,2.051,4.117,5.527166666666667,1.6206141325641814,6.578041666666667,4.24670396465374
2025-01-09 12:00:00,8.26,78.14,1.0,3.254,0.171,0.105,0.0,0.221,0.37,3.751,12,3,1,9,0,0,0.0,12.74,2.686,3.117,4.601,2.763,3.144,5.1775,1.9959098927557049,6.604500000000001,4.219161548686308
2025-01-09 13:00:00,9.42,66.48,1.7,3.174,0.225,0.084,0.0,0.159,0.0,3.642,13,3,1,9,0,0,0.0,11.58,3.751,2.686,3.117,3.484,3.768,4.655333333333333,1.865748821965797,6.645666666666667,4.184729607042487
2025-01-09 14:00:00,11.77,72.18,1.2,2.156,0.1,0.113,0.0,0.132,0.0,2.5,14,3,1,9,0,0,0.0,9.23,3.642,3.751,2.686,3.409,3.493,4.043,1.349301893573153,6.6522499999999996,4.179660691970103
2025-01-09 15:00:00,11.6,75.69,1.3,2.428,0.167,0.102,0.0,0.166,0.0,2.862,15,3,1,9,0,0,0.0,9.4,2.5,3.642,3.751,2.968,2.801,3.3828333333333336,0.7774680486468668,6.614375,4.214302983397085
2025-01-09 16:00:00,11.1,77.47,1.0,2.392,0.237,0.087,0.0,0.248,0.0,2.965,16,3,1,9,0,0,0.0,9.9,2.862,2.5,3.642,3.708,3.388,3.093,0.5109990215255816,6.609958333333332,4.2183442092548145
2025-01-09 17:00:00,15.31,83.22,2.9,1.852,0.1,0.103,0.0,1.247,0.0,3.302,17,3,1,9,0,1,0.0,5.6899999999999995,2.965,2.862,2.5,4.839,5.623,3.0676666666666663,0.5133336796536623,6.579,4.243220669747676
2025-01-09 18:00:00,9.36,75.04,2.4,3.458,0.16,0.082,0.0,1.183,0.0,4.882,18,3,1,9,0,1,0.0,11.64,3.302,2.965,2.862,5.426,5.66,3.1703333333333332,0.48240176892997405,6.5149583333333325,4.2820448942589655
2025-01-09 19:00:00,9.0,85.84,2.1,3.408,0.23,1.783,0.0,1.085,0.0,6.507,19,3,1,9,0,1,0.0,12.0,4.882,3.302,2.965,14.584,7.424,3.358833333333333,0.8417829688623825,6.492291666666667,4.289493164335858
2025-01-09 20:00:00,7.43,76.7,3.1,4.5,0.1,1.696,0.0,1.336,0.0,7.631,20,3,1,9,0,1,0.0,13.57,6.507,4.882,3.302,14.924,7.314,3.8363333333333336,1.549562863089705,6.15575,3.9287154250854495
2025-01-09 21:00:00,5.68,88.2,3.5,4.5,0.131,1.356,0.0,1.406,0.0,7.393,21,3,1,9,0,1,0.0,15.32,7.631,6.507,4.882,15.237,7.322,4.6915000000000004,2.0115453512163457,5.851875,3.4771209143860475
2025-01-09 22:00:00,3.03,87.09,3.1,4.5,0.244,0.097,0.0,1.267,0.0,6.108,22,3,1,9,0,0,0.0,17.97,7.393,7.631,6.507,13.825,6.215,5.446666666666666,2.037692093194346,5.525041666666667,2.8727302644177093
2025-01-09 23:00:00,3.6,79.68,3.2,4.5,0.1,0.096,0.0,1.204,0.0,5.9,23,3,1,9,0,0,0.0,17.4,6.108,7.393,7.631,12.883,6.045,5.9705,1.6366569280090695,5.203499999999999,2.272505952543979
2025-01-10 00:00:00,0.51,86.73,1.6,4.5,0.143,0.114,7.303,0.181,0.0,12.241,0,4,1,10,0,0,0.0,20.49,5.9,6.108,7.393,4.901,12.353,6.4035,1.015122997473745,4.912541666666667,1.5915148096994718
2025-01-10 01:00:00,0.82,85.54,1.1,4.5,0.212,0.094,7.092,0.206,0.0,12.104,1,4,1,10,0,0,0.0,20.18,12.241,5.9,6.108,4.967,12.333,7.63,2.361694476430021,5.218375,2.1841175476508847
2025-01-10 02:00:00,0.27,89.13,1.0,4.5,0.1,0.082,7.354,0.178,0.0,12.214,2,4,1,10,0,0,0.0,20.73,12.104,12.241,5.9,4.845,12.596,8.562833333333332,2.8782801404079366,5.51575,2.595521012453367
2025-01-10 03:00:00,1.3,84.68,0.7,4.5,0.151,0.089,0.0,0.174,0.0,4.914,3,4,1,10,0,0,0.0,19.7,12.214,12.104,12.241,4.835,5.01,9.326666666666666,3.1744145706990965,5.822791666666667,2.9273732992174075
2025-01-10 04:00:00,5.14,83.66,1.8,4.229,0.22,0.089,0.0,0.222,0.0,4.759,4,4,1,10,0,0,0.0,15.86,4.914,12.214,12.104,5.061,4.933,8.913499999999999,3.608125815433833,5.826083333333333,2.926258494282813
2025-01-10 05:00:00,-0.33,91.09,1.2,4.5,0.1,0.118,0.0,0.161,0.0,4.879,5,4,1,10,0,0,0.0,21.33,4.759,4.914,12.214,4.784,4.493,8.688666666666666,3.8517164831626336,5.8135,2.930337983177396
2025-01-10 06:00:00,4.53,82.51,2.1,4.5,0.117,2.105,0.0,0.507,0.0,7.229,6,4,1,10,0,0,0.0,16.47,4.879,4.759,4.914,6.884,7.359,8.518500000000001,4.018501150926806,5.817458333333334,2.928950694720115
2025-01-10 07:00:00,2.29,85.69,2.0,4.5,0.232,1.656,0.0,0.599,0.416,6.987,7,4,1,10,0,0,0.0,18.71,7.229,4.879,4.759,7.316,6.883,7.683166666666668,3.5877812317178326,5.831833333333333,2.935252595110248
2025-01-10 08:00:00,5.29,78.87,3.0,4.5,0.1,1.442,0.0,0.596,0.792,6.638,8,4,1,10,0,0,0.0,15.71,6.987,7.229,4.879,6.461,7.272,6.830333333333333,2.861391386487827,5.818125000000001,2.928780935185208
2025-01-10 09:00:00,8.93,86.78,2.1,3.514,0.187,0.101,0.0,0.152,0.848,3.954,9,4,1,10,0,0,0.0,12.07,6.638,6.987,7.229,4.601,4.676,5.901,1.1669589538625853,5.825499999999999,2.9306923799824083
2025-01-10 10:00:00,8.6,73.61,1.7,3.535,0.236,0.112,0.0,0.227,1.025,4.11,10,4,1,10,0,0,0.0,12.4,3.954,6.638,6.987,3.117,3.32,5.741,1.376372478655418,5.798541666666666,2.9453847460962086
2025-01-10 11:00:00,7.92,72.69,0.0,3.074,0.1,0.091,0.0,0.1,0.841,3.364,11,4,1,10,0,0,0.0,13.08,4.11,3.954,6.638,2.686,2.776,5.632833333333333,1.4898082315072385,5.839916666666667,2.91287338963745
2025-01-10 12:00:00,9.26,82.43,1.6,3.176,0.146,0.098,0.0,0.156,0.242,3.576,12,4,1,10,0,0,0.0,11.74,3.364,4.11,3.954,3.751,3.396,5.380333333333334,1.748968000469627,5.868166666666666,2.884101407290706
2025-01-10 13:00:00,11.85,71.98,1.2,2.654,0.262,0.087,0.0,0.265,0.0,3.267,13,4,1,10,0,0,0.0,9.15,3.576,3.364,4.11,3.642,3.247,4.7715000000000005,1.6067624279899184,5.860875,2.889902199526151
2025-01-10 14:00:00,9.91,82.01,1.0,2.845,0.1,0.093,0.0,0.261,0.0,3.299,14,4,1,10,0,0,0.0,11.09,3.267,3.576,3.364,2.5,3.351,4.1514999999999995,1.2615155567808338,5.84525,2.9034029547052715
2025-01-10 15:00:00,11.16,78.66,0.9,2.562,0.172,0.11,0.0,0.237,0.0,3.083,15,4,1,10,0,0,0.0,9.84,3.299,3.267,3.576,2.862,3.413,3.595,0.35861622941531335,5.878541666666667,2.867738936319702
2025-01-10 16:00:00,10.4,74.03,1.8,2.885,0.24,0.097,0.0,0.241,0.0,3.463,16,4,1,10,0,0,0.0,10.6,3.083,3.299,3.267,2.965,2.789,3.4498333333333338,0.3605137537830189,5.8877500000000005,2.857969836607188
2025-01-10 17:00:00,8.56,66.69,3.3,4.246,0.1,0.098,0.0,1.383,0.0,5.827,17,4,1,10,0,1,0.0,12.44,3.463,3.083,3.299,3.302,4.779,3.342,0.16996234877188665,5.9085,2.8375618591226908
2025-01-10 18:00:00,11.72,76.9,2.6,2.954,0.187,0.112,0.0,1.32,0.0,4.573,18,4,1,10,0,1,0.0,9.28,5.827,3.463,3.083,4.882,5.443,3.7525,1.0303509596249505,6.013708333333334,2.783004061600352
2025-01-10 19:00:00,8.25,78.96,2.3,3.926,0.2,1.658,7.387,1.225,0.0,14.396,19,4,1,10,0,1,0.0,12.75,4.573,5.827,3.463,6.507,14.341,3.9186666666666667,1.0755942853449543,6.0008333333333335,2.789175235218042
2025-01-10 20:00:00,2.97,85.84,3.1,4.5,0.1,1.312,7.282,1.304,0.0,14.498,20,4,1,10,0,1,0.0,18.03,14.396,4.573,5.827,7.631,14.472,5.773500000000001,4.347227150724938,6.329541666666667,3.274127191749524
2025-01-10 21:00:00,4.99,89.5,3.0,4.5,0.148,1.449,7.114,1.324,0.0,14.535,21,4,1,10,0,1,0.0,16.009999999999998,14.498,14.396,4.573,7.393,14.087,7.640000000000001,5.358782249728016,6.615666666666667,3.6690420579748615
2025-01-10 22:00:00,2.51,79.58,2.4,4.5,0.218,0.114,7.393,1.159,0.0,13.384,22,4,1,10,0,0,0.0,18.490000000000002,14.535,14.498,14.396,6.108,12.947,9.548666666666668,5.449760753158502,6.913250000000001,4.008736407766982
2025-01-10 23:00:00,3.75,88.25,3.0,4.5,0.1,0.098,7.779,1.284,0.0,13.761,23,4,1,10,0,0,0.0,17.25,13.384,14.535,14.498,5.9,12.49,11.202166666666669,4.685499564258514,7.2164166666666665,4.2150124649531175
2025-01-11 00:00:00,0.49,89.02,1.6,4.5,0.184,0.106,0.0,0.207,0.0,4.997,0,5,1,11,1,0,0.0,20.51,13.761,13.384,14.535,12.241,4.918,12.524500000000002,3.922584594371427,7.543958333333332,4.409226516799663
2025-01-11 01:00:00,1.01,91.16,1.8,4.5,0.263,0.092,0.0,0.197,0.0,5.053,1,5,1,11,1,0,0.0,19.99,4.997,13.761,13.384,12.104,5.082,12.595166666666666,3.7507410156749987,7.242125000000001,4.320767447054024
2025-01-11 02:00:00,1.77,88.49,2.1,4.5,0.1,0.082,0.0,0.197,0.0,4.879,2,5,1,11,1,0,0.0,19.23,5.053,4.997,13.761,12.214,4.835,11.037999999999998,4.678310806263309,6.948333333333333,4.21421319353681
2025-01-11 03:00:00,2.48,76.08,2.4,4.5,0.135,0.087,0.0,0.286,0.0,5.008,3,5,1,11,1,0,0.0,18.52,4.879,5.053,4.997,4.914,4.978,9.434833333333332,4.898444259830536,6.642708333333332,4.079555447639157
2025-01-11 04:00:00,-0.12,84.42,2.2,4.5,0.255,0.096,0.0,0.167,0.0,5.019,4,5,1,11,1,0,0.0,21.12,5.008,4.879,5.053,4.759,4.974,7.847,4.436927901149629,6.646625,4.077868377649625
2025-01-11 05:00:00,1.97,78.46,1.5,4.5,0.1,0.094,0.0,0.203,0.0,4.897,5,5,1,11,1,0,0.0,19.03,5.019,5.008,4.879,4.879,4.836,6.452833333333333,3.580744526864032,6.6574583333333335,4.072978079117418
2025-01-11 06:00:00,2.8,81.99,3.4,4.5,0.15,2.085,0.0,0.611,0.0,7.346,6,5,1,11,1,0,0.0,18.2,4.897,5.019,5.008,7.229,7.093,4.975499999999999,0.07055706910051376,6.6582083333333335,4.0726379975463045
2025-01-11 07:00:00,3.73,86.45,3.3,4.5,0.205,1.833,0.0,0.566,0.396,7.104,7,5,1,11,1,0,0.0,17.27,7.346,4.897,5.019,6.987,7.118,5.367,0.9720150204601032,6.663083333333334,4.073420898807362
2025-01-11 08:00:00,8.66,81.53,2.8,3.853,0.1,1.892,0.0,0.681,0.719,6.525,8,5,1,11,1,0,0.0,12.34,7.104,7.346,4.897,6.638,7.148,5.708833333333334,1.178264726904239,6.667958333333332,4.073895395544733
2025-01-11 09:00:00,7.91,84.19,3.5,4.277,0.123,0.108,0.0,0.318,0.963,4.826,9,5,1,11,1,0,0.0,13.09,6.525,7.104,7.346,3.954,4.869,5.9831666666666665,1.1373206085650258,6.663250000000001,4.073996822371816
2025-01-11 10:00:00,6.62,78.71,2.5,4.252,0.204,0.101,0.0,0.202,0.859,4.759,10,5,1,11,1,0,0.0,14.379999999999999,4.826,6.525,7.104,4.11,3.224,5.952833333333333,1.1704746757904338,6.699583333333333,4.052616555914877
2025-01-11 11:00:00,10.92,69.27,1.8,2.772,0.1,0.111,0.0,0.207,0.713,3.19,11,5,1,11,1,0,0.0,10.08,4.759,4.826,6.525,3.364,3.873,5.9095,1.215893210771429,6.726624999999999,4.0367200074414695
2025-01-11 12:00:00,13.52,62.2,1.2,1.938,0.131,0.111,0.0,0.17,0.21,2.352,12,5,1,11,1,0,0.0,7.48,3.19,4.759,4.826,3.576,3.261,5.625,1.6295314664037808,6.719375,4.043172998616202
2025-01-11 13:00:00,12.39,74.95,1.8,2.364,0.221,0.094,0.0,0.19,0.0,2.869,13,5,1,11,1,0,0.0,8.61,2.352,3.19,4.759,3.267,3.556,4.792666666666666,1.8368929927098983,6.668375,4.091972181176423
2025-01-11 14:00:00,8.73,72.93,1.3,3.127,0.1,0.083,0.0,0.165,0.0,3.475,14,5,1,11,1,0,0.0,12.27,2.869,2.352,3.19,3.299,2.688,4.086833333333334,1.5646026226063692,6.651791666666667,4.107134481650475
2025-01-11 15:00:00,10.11,69.32,2.1,3.195,0.17,0.119,0.0,0.237,0.0,3.722,15,5,1,11,1,0,0.0,10.89,3.475,2.869,2.352,3.083,3.277,3.5785,1.0118471722548137,6.6591249999999995,4.10104035912522
2025-01-11 16:00:00,12.24,66.3,2.0,2.562,0.218,0.106,0.0,0.191,0.0,3.078,16,5,1,11,1,0,0.0,8.76,3.722,3.475,2.869,3.463,3.654,3.3945000000000003,0.8222376177237719,6.68575,4.078827924677681
2025-01-11 17:00:00,8.48,72.08,3.7,4.307,0.1,0.108,0.0,1.418,0.0,5.933,17,5,1,11,1,1,0.0,12.52,3.078,3.722,3.475,5.827,5.392,3.114333333333333,0.4791086167736194,6.669708333333333,4.092786990061233
2025-01-11 18:00:00,9.17,76.03,3.7,3.976,0.14,0.11,0.0,1.47,0.0,5.697,18,5,1,11,1,1,0.0,11.83,5.933,3.078,3.722,4.573,5.665,3.5715000000000003,1.2516288187797782,6.674125,4.09189515264228
2025-01-11 19:00:00,8.47,81.78,3.7,4.354,0.245,1.568,0.0,1.414,0.0,7.581,19,5,1,11,1,1,0.0,12.53,5.697,5.933,3.078,14.396,7.349,4.1290000000000004,1.3415368798508898,6.720958333333333,4.073190945247875
2025-01-11 20:00:00,4.62,80.94,3.8,4.5,0.1,1.483,0.0,1.415,0.0,7.497,20,5,1,11,1,1,0.0,16.38,7.581,5.697,5.933,14.498,7.689,4.914333333333333,1.7678698670056925,6.437,3.7386848071155345
2025-01-11 21:00:00,4.63,89.59,3.5,4.5,0.132,1.791,0.0,1.33,0.0,7.753,21,5,1,11,1,1,0.0,16.37,7.497,7.581,5.697,14.535,7.56,5.584666666666666,1.8723902014982672,6.145291666666668,3.333559286997538
2025-01-11 22:00:00,-1.35,77.82,3.2,4.5,0.23,0.109,0.0,1.318,0.0,6.158,22,5,1,11,1,0,0.0,22.35,7.753,7.497,7.581,13.384,6.228,6.2565,1.7918263029657902,5.862708333333333,2.8427730105466997
2025-01-11 23:00:00,0.94,88.65,4.0,4.5,0.1,0.114,0.0,1.356,0.0,6.07,23,5,1,11,1,0,0.0,20.06,6.158,7.753,7.497,13.761,6.022,6.769833333333334,0.9358398189149224,5.561625,2.351807663913754
2025-01-12 00:00:00,1.31,85.43,1.6,4.5,0.157,0.098,6.669,0.276,0.0,11.7,0,6,1,12,1,0,0.0,19.69,6.07,6.158,7.753,4.997,11.676,6.792666666666666,0.9127244198917406,5.241166666666667,1.5849431937884149
2025-01-12 01:00:00,-0.68,89.27,1.9,4.5,0.234,0.116,7.356,0.158,0.0,12.365,1,6,1,12,1,0,0.0,21.68,11.7,6.07,6.158,5.053,12.408,7.793166666666667,2.0513782115121306,5.520458333333333,2.05956783096899
2025-01-12 02:00:00,3.47,83.82,1.9,4.5,0.1,0.109,6.994,0.111,0.0,11.815,2,6,1,12,1,0,0.0,17.53,12.365,11.7,6.07,4.879,12.312,8.5905,2.7598175845515653,5.825125,2.4844154471686957
2025-01-12 03:00:00,-0.96,91.15,1.9,4.5,0.152,0.11,0.0,0.203,0.0,4.965,3,6,1,12,1,0,0.0,21.96,11.815,12.365,11.7,5.008,4.981,9.310166666666667,2.972443534647328,6.1141250000000005,2.7579317126284577
2025-01-12 04:00:00,1.03,86.67,1.3,4.5,0.243,0.083,0.0,0.208,0.0,5.034,4,6,1,12,1,0,0.0,19.97,4.965,11.815,12.365,5.019,5.047,8.8455,3.4449185041158863,6.112333333333333,2.758695401605726
2025-01-12 05:00:00,2.68,80.85,1.1,4.5,0.1,0.105,0.0,0.25,0.0,4.955,5,6,1,12,1,0,0.0,18.32,5.034,4.965,11.815,4.897,4.87,8.658166666666666,3.6450413120658456,6.112958333333332,2.7584386175668394
2025-01-12 06:00:00,5.68,82.94,3.1,4.5,0.151,1.681,0.0,0.657,0.0,6.99,6,6,1,12,1,0,0.0,15.32,4.955,5.034,4.965,7.346,7.401,8.472333333333333,3.8272513200293896,6.115375,2.7573521926171187
2025-01-12 07:00:00,2.57,80.36,3.5,4.5,0.237,1.922,0.0,0.723,0.343,7.381,7,6,1,12,1,0,0.0,18.43,6.99,4.955,5.034,7.104,7.024,7.687333333333334,3.502039215466713,6.100541666666666,2.7513952662661687
2025-01-12 08:00:00,7.76,82.45,3.0,4.077,0.1,1.849,0.0,0.687,0.423,6.713,8,6,1,12,1,0,0.0,13.24,7.381,6.99,4.955,6.525,7.22,6.8566666666666665,2.660624939119889,6.1120833333333335,2.7563641287291714
2025-01-12 09:00:00,7.33,72.55,3.2,4.45,0.131,0.084,0.0,0.286,0.703,4.952,9,6,1,12,1,0,0.0,13.67,6.713,7.381,6.99,4.826,4.653,6.006333333333333,1.1394556010072165,6.119916666666668,2.757855356371444
2025-01-12 10:00:00,7.05,76.85,2.7,4.122,0.202,0.101,0.0,0.173,0.615,4.598,10,6,1,12,1,0,0.0,13.95,4.952,6.713,7.381,4.759,3.476,6.004166666666666,1.141841568111232,6.125166666666668,2.7554039341954395
2025-01-12 11:00:00,10.25,77.73,1.1,2.752,0.1,0.098,0.0,0.207,0.65,3.158,11,6,1,12,1,0,0.0,10.75,4.598,4.952,6.713,3.19,4.099,5.9315,1.2266547599060016,6.118458333333333,2.7590681788567144
